algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__c2,extra__chunk_size,extra__cost_is_approx,extra__d,extra__eps,extra__facility_final,extra__levels_used,extra__m_factor,extra__m_summary,extra__mode,extra__opened_centers,extra__peak_mem_bytes,extra__points_seen,extra__r,extra__state_bytes,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
MiniBatchKMeans(sk),0.62824,1.07654,35706.6875,10.0,anisotropic,,,,,,,,,,,,,,6798653.0,10000.0,,,,,,375291.44195,8.0,10000.0,0.76502,7.65428,0.02664,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.60681,1.01355,33617.63902,10.0,anisotropic,,69.34147,,8192.0,,,,,1.0,2.0,32.0,,,13525577.0,10000.0,,2816.0,,32.0,,65923.16325,8.0,10000.0,0.74919,1.35587,0.15169,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.60124,1.0227,33920.96484,10.0,anisotropic,,0.15764,,,,,,128.0,,,,,77.0,6780672.0,10000.0,,3696.0,,,,6343.25929,8.0,10000.0,0.74712,2.27039,1.57647,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.55968,1.8599,61689.1289,10.0,anisotropic,Ailon2009 faithful (no refinement),1423.93931,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3510.78226,8.0,10000.0,0.7303,85.99033,2.84836,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.61977,1.10424,36625.52522,10.0,anisotropic,,3.89312,8.0,1024.0,0.0,10.0,0.8,,,,,batch_stream_wrapper,,13522924.0,10000.0,10.0,1424.0,0.0,,,224711.31954,8.0,10000.0,0.76181,10.42454,0.0445,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.62265,1.0,33166.67968,10.0,anisotropic,,,,,,,,,,,,,,6797685.0,10000.0,,,,,,116230.69617,8.0,10000.0,0.75663,0.0,0.08603,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.6214,1.00218,33239.09375,10.0,anisotropic,,,,,,,,,,,,,,6798669.0,10000.0,,,,,,299582.08598,8.0,10000.0,0.75636,0.21833,0.03337,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.59183,1.01843,33778.1646,10.0,anisotropic,,67.96106,,8192.0,,,,,1.0,2.0,32.0,,,13525545.0,10000.0,,2816.0,,32.0,,67021.00313,8.0,10000.0,0.74247,1.84367,0.1492,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.62054,1.07262,35575.5039,10.0,anisotropic,,0.15729,,,,,,128.0,,,,,72.0,6779397.0,10000.0,,3456.0,,,,6357.53017,8.0,10000.0,0.75532,7.26278,1.57293,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.58587,1.69315,56156.17187,10.0,anisotropic,Ailon2009 faithful (no refinement),1414.56758,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3533.96616,8.0,10000.0,0.74936,69.31502,2.82968,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.62234,1.0019,33229.71418,10.0,anisotropic,,3.80979,8.0,1024.0,0.0,10.0,0.8,,,,,batch_stream_wrapper,,13522772.0,10000.0,10.0,1424.0,0.0,,,227074.47061,8.0,10000.0,0.75617,0.19005,0.04403,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,6797701.0,10000.0,,,,,,142040.83014,8.0,10000.0,1.0,0.0,0.0704,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,623628.5625,10.0,high_dim_sparseish,,,,,,,,,,,,,,6798725.0,10000.0,,,,,,407857.37227,8.0,10000.0,1.0,0.0122,0.02451,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.73402,10.0,high_dim_sparseish,,68.00875,,8192.0,,,,,1.0,2.0,32.0,,,13525545.0,10000.0,,2816.0,,32.0,,67839.28775,8.0,10000.0,1.0,4e-05,0.1474,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00837,628771.625,10.0,high_dim_sparseish,,0.18605,,,,,,8192.0,,,,,62.0,6776739.0,10000.0,,2976.0,,,,5374.76693,8.0,10000.0,1.0,0.837,1.86054,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.78257,2.5905,1615317.75,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),1425.44468,,8192.0,,,,,,,,,,52321664.0,10000.0,,5376.0,,,112.0,3507.05403,8.0,10000.0,0.86987,159.05082,2.85139,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99499,1.00004,623577.8456,10.0,high_dim_sparseish,,3.84023,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,13526820.0,10000.0,10.0,1424.0,0.0,,,226561.28878,8.0,10000.0,0.99278,0.00407,0.04413,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,6797653.0,10000.0,,,,,,156454.42971,8.0,10000.0,1.0,0.0,0.06391,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.83593,1.48688,927150.1875,10.0,high_dim_sparseish,,,,,,,,,,,,,,6798637.0,10000.0,,,,,,429156.92122,8.0,10000.0,0.93498,48.6884,0.0233,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.44483,10.0,high_dim_sparseish,,66.42875,,8192.0,,,,,1.0,2.0,32.0,,,13525577.0,10000.0,,2816.0,,32.0,,68610.47742,8.0,10000.0,1.0,0.0,0.14575,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00744,628194.625,10.0,high_dim_sparseish,,0.18726,,,,,,8192.0,,,,,70.0,6779666.0,10000.0,,3360.0,,,,5340.14296,8.0,10000.0,1.0,0.74447,1.8726,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.49003,4.14065,2581912.5,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),1434.36614,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3485.23963,8.0,10000.0,0.69772,314.06501,2.86924,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.98822,1.00031,623746.47013,10.0,high_dim_sparseish,,3.7584,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,13522772.0,10000.0,10.0,1424.0,0.0,,,232441.69705,8.0,10000.0,0.98424,0.03111,0.04302,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,6797685.0,10000.0,,,,,,152068.31845,8.0,10000.0,1.0,0.0,0.06575,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.83492,1.3851,863687.875,10.0,high_dim_sparseish,,,,,,,,,,,,,,6798637.0,10000.0,,,,,,330996.13651,8.0,10000.0,0.93629,38.51086,0.03021,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.44483,10.0,high_dim_sparseish,,67.98685,,8192.0,,,,,1.0,2.0,32.0,,,13525561.0,10000.0,,2816.0,,32.0,,67985.50986,8.0,10000.0,1.0,0.0,0.14709,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00773,628375.0,10.0,high_dim_sparseish,,0.18828,,,,,,8192.0,,,,,73.0,6780115.0,10000.0,,3504.0,,,,5310.96226,8.0,10000.0,1.0,0.7734,1.88289,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.8106,2.5265,1575409.75,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),1408.89312,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3548.23499,8.0,10000.0,0.88675,152.65072,2.8183,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99543,1.00003,623575.33418,10.0,high_dim_sparseish,,3.79303,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,13522772.0,10000.0,10.0,1424.0,0.0,,,230949.33038,8.0,10000.0,0.99292,0.00367,0.04329,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,6797701.0,10000.0,,,,,,136852.96346,8.0,10000.0,1.0,0.0,0.07307,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,623628.5625,10.0,high_dim_sparseish,,,,,,,,,,,,,,6798637.0,10000.0,,,,,,351895.83883,8.0,10000.0,1.0,0.0122,0.02841,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.73401,10.0,high_dim_sparseish,,66.8817,,8192.0,,,,,1.0,2.0,32.0,,,13525545.0,10000.0,,2816.0,,32.0,,69044.54133,8.0,10000.0,1.0,4e-05,0.14483,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00837,628771.625,10.0,high_dim_sparseish,,0.18585,,,,,,8192.0,,,,,62.0,6776413.0,10000.0,,2976.0,,,,5380.44836,8.0,10000.0,1.0,0.837,1.85858,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.78257,2.5905,1615317.75,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),1422.75191,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3513.67005,8.0,10000.0,0.86987,159.05082,2.84602,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99499,1.00004,623577.8456,10.0,high_dim_sparseish,,3.84181,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,13524278.0,10000.0,10.0,1424.0,0.0,,,225424.92429,8.0,10000.0,0.99278,0.00407,0.04436,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,6797653.0,10000.0,,,,,,153023.06631,8.0,10000.0,1.0,0.0,0.06534,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.83593,1.48688,927150.1875,10.0,high_dim_sparseish,,,,,,,,,,,,,,6798637.0,10000.0,,,,,,455769.46487,8.0,10000.0,0.93498,48.6884,0.02194,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.44483,10.0,high_dim_sparseish,,68.27737,,8192.0,,,,,1.0,2.0,32.0,,,13525577.0,10000.0,,2816.0,,32.0,,67585.28221,8.0,10000.0,1.0,0.0,0.14796,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00744,628194.625,10.0,high_dim_sparseish,,0.18606,,,,,,8192.0,,,,,70.0,6778525.0,10000.0,,3360.0,,,,5374.38419,8.0,10000.0,1.0,0.74447,1.86067,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.49003,4.14065,2581912.5,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),1440.91183,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3469.41732,8.0,10000.0,0.69772,314.06501,2.88232,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.98822,1.00031,623746.47013,10.0,high_dim_sparseish,,3.90747,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,13522772.0,10000.0,10.0,1424.0,0.0,,,223449.33146,8.0,10000.0,0.98424,0.03111,0.04475,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,6797685.0,10000.0,,,,,,171765.10736,8.0,10000.0,1.0,0.0,0.05821,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.83492,1.3851,863687.875,10.0,high_dim_sparseish,,,,,,,,,,,,,,6798637.0,10000.0,,,,,,331700.17435,8.0,10000.0,0.93629,38.51086,0.03014,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.44483,10.0,high_dim_sparseish,,74.16185,,8192.0,,,,,1.0,2.0,32.0,,,13525561.0,10000.0,,2816.0,,32.0,,61941.28649,8.0,10000.0,1.0,0.0,0.16144,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00773,628375.0,10.0,high_dim_sparseish,,0.1872,,,,,,8192.0,,,,,73.0,6779317.0,10000.0,,3504.0,,,,5341.71174,8.0,10000.0,1.0,0.7734,1.87205,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.8106,2.5265,1575409.75,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),1407.9306,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3550.67597,8.0,10000.0,0.88675,152.65072,2.81636,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99543,1.00003,623575.33418,10.0,high_dim_sparseish,,3.88644,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,13522772.0,10000.0,10.0,1424.0,0.0,,,225641.7426,8.0,10000.0,0.99292,0.00367,0.04431,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,6797701.0,10000.0,,,,,,153132.32163,8.0,10000.0,1.0,0.0,0.0653,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,623628.5625,10.0,high_dim_sparseish,,,,,,,,,,,,,,6798637.0,10000.0,,,,,,372416.37073,8.0,10000.0,1.0,0.0122,0.02685,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.73403,10.0,high_dim_sparseish,,69.84439,,8192.0,,,,,1.0,2.0,32.0,,,13526043.0,10000.0,,2816.0,,32.0,,65409.81703,8.0,10000.0,1.0,4e-05,0.15288,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00837,628771.625,10.0,high_dim_sparseish,,0.18584,,,,,,8192.0,,,,,62.0,6776413.0,10000.0,,2976.0,,,,5380.78721,8.0,10000.0,1.0,0.837,1.85846,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.78257,2.5905,1615317.75,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),1430.55677,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3494.5053,8.0,10000.0,0.86987,159.05082,2.86163,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99499,1.00004,623577.8456,10.0,high_dim_sparseish,,3.81469,8.0,1024.0,0.0,10.0,0.8,,,,,batch_stream_wrapper,,13522772.0,10000.0,10.0,1424.0,0.0,,,229792.39038,8.0,10000.0,0.99278,0.00407,0.04351,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,6797653.0,10000.0,,,,,,160007.57539,8.0,10000.0,1.0,0.0,0.06249,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.83593,1.48688,927150.1875,10.0,high_dim_sparseish,,,,,,,,,,,,,,6798637.0,10000.0,,,,,,434652.68533,8.0,10000.0,0.93498,48.6884,0.023,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.44483,10.0,high_dim_sparseish,,66.81881,,8192.0,,,,,1.0,2.0,32.0,,,13526322.0,10000.0,,2816.0,,32.0,,68607.41774,8.0,10000.0,1.0,0.0,0.14575,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00744,628194.625,10.0,high_dim_sparseish,,0.18675,,,,,,8192.0,,,,,70.0,6778525.0,10000.0,,3360.0,,,,5354.53311,8.0,10000.0,1.0,0.74447,1.86757,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.49003,4.14065,2581912.5,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),1430.57285,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3494.48602,8.0,10000.0,0.69772,314.06501,2.86165,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.98822,1.00031,623746.47013,10.0,high_dim_sparseish,,3.80849,8.0,1024.0,0.0,10.0,0.8,,,,,batch_stream_wrapper,,13522772.0,10000.0,10.0,1424.0,0.0,,,228080.94245,8.0,10000.0,0.98424,0.03111,0.04384,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,623552.4375,10.0,high_dim_sparseish,,,,,,,,,,,,,,6797685.0,10000.0,,,,,,161259.32697,8.0,10000.0,1.0,0.0,0.06201,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.83492,1.3851,863687.875,10.0,high_dim_sparseish,,,,,,,,,,,,,,6798637.0,10000.0,,,,,,317250.91171,8.0,10000.0,0.93629,38.51086,0.03152,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,623552.44483,10.0,high_dim_sparseish,,70.57402,,8192.0,,,,,1.0,2.0,32.0,,,13525561.0,10000.0,,2816.0,,32.0,,65090.44724,8.0,10000.0,1.0,0.0,0.15363,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00773,628375.0,10.0,high_dim_sparseish,,0.18767,,,,,,8192.0,,,,,73.0,6779363.0,10000.0,,3504.0,,,,5328.35369,8.0,10000.0,1.0,0.7734,1.87675,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.8106,2.5265,1575409.75,10.0,high_dim_sparseish,Ailon2009 faithful (no refinement),1404.6296,,8192.0,,,,,,,,,,52321311.0,10000.0,,5376.0,,,112.0,3558.97781,8.0,10000.0,0.88675,152.65072,2.80979,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99543,1.00003,623575.33418,10.0,high_dim_sparseish,,3.66798,8.0,1024.0,0.0,10.0,0.8,,,,,batch_stream_wrapper,,13522772.0,10000.0,10.0,1424.0,0.0,,,238349.4264,8.0,10000.0,0.99292,0.00367,0.04195,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.99618,1.0,398605.75,10.0,blobs,,,,,,,,,,,,,,13517637.0,10000.0,,,,,,73338.24699,16.0,10000.0,0.9961,0.0,0.13635,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.79545,1.21915,485963.25,10.0,blobs,,,,,,,,,,,,,,13519077.0,10000.0,,,,,,251511.68583,16.0,10000.0,0.94482,21.91576,0.03975,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.99618,1.0,398607.56076,10.0,blobs,,67.74379,,8192.0,,,,,1.0,2.0,32.0,,,26966185.0,10000.0,,2816.0,,32.0,,63455.87027,16.0,10000.0,0.9961,0.00045,0.15758,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.99596,1.0084,401954.65625,10.0,blobs,,0.31208,,,,,,4096.0,,,,,86.0,13506649.0,10000.0,,4128.0,,,,3204.24759,16.0,10000.0,0.99575,0.84015,3.12085,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.71735,2.83063,1128307.5,10.0,blobs,Ailon2009 faithful (no refinement),6493.81529,,8192.0,,,,,,,,,,140346655.0,10000.0,,13824.0,,,288.0,769.90126,16.0,10000.0,0.85917,183.06352,12.98867,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.90294,1.12165,447096.29837,10.0,blobs,,4.64901,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,26967649.0,10000.0,10.0,2448.0,0.0,,,190301.29452,16.0,10000.0,0.95549,12.16503,0.05254,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.99618,1.0,398605.6875,10.0,blobs,,,,,,,,,,,,,,13518021.0,10000.0,,,,,,76176.18408,16.0,10000.0,0.9961,0.0,0.13127,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.91773,1.09701,437275.03125,10.0,blobs,,,,,,,,,,,,,,13519021.0,10000.0,,,,,,265398.94437,16.0,10000.0,0.97239,9.70115,0.03767,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.99618,1.0,398609.30296,10.0,blobs,,63.19656,,8192.0,,,,,1.0,2.0,32.0,,,26966217.0,10000.0,,2816.0,,32.0,,67244.50271,16.0,10000.0,0.9961,0.0009,0.14871,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.99638,1.00965,402455.125,10.0,blobs,,0.30902,,,,,,4096.0,,,,,81.0,13505377.0,10000.0,,3888.0,,,,3236.00966,16.0,10000.0,0.99618,0.96572,3.09022,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.82347,2.24881,896390.0,10.0,blobs,Ailon2009 faithful (no refinement),6484.88018,,8192.0,,,,,,,,,,140346655.0,10000.0,,13824.0,,,288.0,770.96142,16.0,10000.0,0.92103,124.88138,12.97081,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.78615,1.30125,518689.02427,10.0,blobs,,4.81984,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,26964804.0,10000.0,10.0,2448.0,0.0,,,182612.12955,16.0,10000.0,0.89002,30.12584,0.05476,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.99618,1.0,398605.6875,10.0,blobs,,,,,,,,,,,,,,13517957.0,10000.0,,,,,,68877.40166,16.0,10000.0,0.9961,0.0,0.14518,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.91758,1.15006,458420.75,10.0,blobs,,,,,,,,,,,,,,13519005.0,10000.0,,,,,,216646.97129,16.0,10000.0,0.97297,15.00607,0.04615,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.99618,1.00001,398612.49023,10.0,blobs,,70.08662,,8192.0,,,,,1.0,2.0,32.0,,,26966185.0,10000.0,,2816.0,,32.0,,61163.18605,16.0,10000.0,0.9961,0.0017,0.16349,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.99575,1.01054,402810.90625,10.0,blobs,,0.30609,,,,,,4096.0,,,,,82.0,13505545.0,10000.0,,3936.0,,,,3266.90726,16.0,10000.0,0.99565,1.05498,3.06099,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.77902,2.28687,911563.0,10.0,blobs,Ailon2009 faithful (no refinement),6520.09281,,8192.0,,,,,,,,,,140346655.0,10000.0,,13824.0,,,288.0,766.79782,16.0,10000.0,0.89752,128.6879,13.04124,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.89676,1.07756,429522.709,10.0,blobs,,4.58727,8.0,1024.0,0.0,10.0,0.3,,,,,batch_stream_wrapper,,26964804.0,10000.0,10.0,2448.0,0.0,,,192740.43164,16.0,10000.0,0.94744,7.75629,0.05188,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.99618,1.0,398605.6875,10.0,blobs,,,,,,,,,,,,,,13518021.0,10000.0,,,,,,68044.27981,16.0,10000.0,0.9961,0.0,0.14696,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.79545,1.21915,485963.25,10.0,blobs,,,,,,,,,,,,,,13519113.0,10000.0,,,,,,226524.51166,16.0,10000.0,0.94482,21.91578,0.04414,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.99618,1.0,398607.56075,10.0,blobs,,73.75631,,8192.0,,,,,1.0,2.0,32.0,,,26966185.0,10000.0,,2816.0,,32.0,,59045.81955,16.0,10000.0,0.9961,0.00046,0.16936,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.99596,1.0084,401954.65625,10.0,blobs,,0.31197,,,,,,4096.0,,,,,86.0,13506649.0,10000.0,,4128.0,,,,3205.39073,16.0,10000.0,0.99575,0.84017,3.11974,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.71735,2.83063,1128307.5,10.0,blobs,Ailon2009 faithful (no refinement),6520.66995,,8192.0,,,,,,,,,,140346655.0,10000.0,,13824.0,,,288.0,766.73096,16.0,10000.0,0.85917,183.06357,13.04238,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.90294,1.12165,447096.29837,10.0,blobs,,4.6689,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,26964969.0,10000.0,10.0,2448.0,0.0,,,191350.63005,16.0,10000.0,0.95549,12.16505,0.05226,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.99618,1.0,398605.75,10.0,blobs,,,,,,,,,,,,,,13518005.0,10000.0,,,,,,82260.49064,16.0,10000.0,0.9961,0.0,0.12156,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.91773,1.09701,437275.03125,10.0,blobs,,,,,,,,,,,,,,13519021.0,10000.0,,,,,,241553.18699,16.0,10000.0,0.97239,9.70113,0.04139,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.99618,1.0,398609.30296,10.0,blobs,,68.86474,,8192.0,,,,,1.0,2.0,32.0,,,26966217.0,10000.0,,2816.0,,32.0,,62605.54904,16.0,10000.0,0.9961,0.00089,0.15973,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.99638,1.00965,402455.125,10.0,blobs,,0.31234,,,,,,4096.0,,,,,81.0,13505377.0,10000.0,,3888.0,,,,3201.60797,16.0,10000.0,0.99618,0.9657,3.12343,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.82347,2.24881,896390.0,10.0,blobs,Ailon2009 faithful (no refinement),6515.33091,,8192.0,,,,,,,,,,140346655.0,10000.0,,13824.0,,,288.0,767.35799,16.0,10000.0,0.92103,124.88135,13.03172,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.78615,1.30125,518689.02427,10.0,blobs,,5.19519,8.0,1024.0,0.0,10.0,0.5,,,,,batch_stream_wrapper,,26964804.0,10000.0,10.0,2448.0,0.0,,,171628.27121,16.0,10000.0,0.89002,30.12582,0.05826,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.99618,1.0,398605.71875,10.0,blobs,,,,,,,,,,,,,,13517957.0,10000.0,,,,,,76696.23306,16.0,10000.0,0.9961,0.0,0.13038,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.91758,1.15006,458420.75,10.0,blobs,,,,,,,,,,,,,,13519005.0,10000.0,,,,,,204604.10384,16.0,10000.0,0.97297,15.00606,0.04887,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.99618,1.00001,398612.4902,10.0,blobs,,77.09827,,8192.0,,,,,1.0,2.0,32.0,,,26966185.0,10000.0,,2816.0,,32.0,,56735.8584,16.0,10000.0,0.9961,0.00169,0.17625,211.0,insertion-only,Kmeans_sweep
